WARNING: Logging before InitGoogleLogging() is written to STDERR
I1018 08:53:49.440793 4097533 dynamic_loader.cc:170] Set paddle lib path : /home/wzy/.local/lib/python3.9/site-packages/paddle/libs
I1018 08:53:50.028918 4097533 init.cc:98] Before Parse: argc is 2, Init commandline: dummy --tryfromenv=use_cuda_managed_memory,use_pinned_memory,enable_pir_in_executor,gpugraph_enable_gpu_direct_access,dataloader_use_file_descriptor,graph_get_neighbor_id,curand_dir,auto_growth_chunk_size_in_mb,add_dependency_for_communication_op,log_memory_stats,initial_gpu_memory_in_mb,enable_interpretercore_launch_cinn,mklml_dir,use_system_allocator,fuse_parameter_memory_size,gpugraph_enable_print_op_debug,async_trace_count,cusparselt_dir,max_inplace_grad_add,allocator_strategy,pir_apply_shape_optimization_pass,prim_forward,eager_delete_scope,gpugraph_parallel_copyer_split_maxsize,free_idle_chunk,local_exe_sub_scope_limit,tracer_onednn_ops_on,enable_record_memory,cache_inference_while_scope,host_trace_level,enable_pe_launch_cinn,fraction_of_cpu_memory_to_use,new_executor_use_inplace,print_ir,enable_neighbor_list_use_uva,pir_apply_inplace_pass,allreduce_record_one_event,enable_unused_var_check,gpugraph_offload_param_stat,graph_embedding_split_infer_mode,enable_graph_multi_node_sampling,call_stack_level,jit_engine_type,enable_pir_in_executor_trace_run,enable_tracker_all2all,low_precision_op_list,enable_dependency_builder_debug_info,enable_pir_api,cuda_dir,ir_inplace_kernel_blacklist,paddle_num_threads,enable_pir_with_pt_in_dy2st,trt_ibuilder_cache,tensorrt_dir,use_shm_cache,free_when_no_cache_hit,fraction_of_gpu_memory_to_use,gpu_memory_limit_mb,einsum_opt,enable_exit_when_partial_worker,allow_cinn_ops,fraction_of_cuda_pinned_memory_to_use,fast_eager_deletion_mode,executor_log_deps_every_microseconds,sync_after_alloc,check_nan_inf,multi_node_sample_use_gpu_table,gpugraph_force_device_batch_num_equal,all_blocks_convert_trt,prim_enabled,use_auto_growth_v2,enable_all2all_use_fp16,gpugraph_offload_gather_copy_maxsize,check_nan_inf_level,dygraph_debug,convert_all_blocks,use_virtual_memory_auto_growth,gpu_allocator_retry_time,cudnn_dir,gpugraph_enable_hbm_table_collision_stat,enable_api_kernel_fallback,cpu_deterministic,query_dest_rank_by_multi_node,run_kp_kernel,graph_load_in_parallel,deny_cinn_ops,sort_sum_gradient,use_stream_safe_cuda_allocator,auto_free_cudagraph_allocations_on_launch,enable_cinn_auto_tune,use_cinn,search_cache_max_number,dist_threadpool_size,initial_cpu_memory_in_mb,gpugraph_hbm_table_load_factor,gpugraph_merge_grads_segment_size,init_allocated_mem,new_executor_use_cuda_graph,use_auto_growth_pinned_allocator,new_executor_sequential_run,new_executor_serial_run,mkl_dir,pir_subgraph_saving_dir,enable_dump_main_program,static_executor_perfstat_filepath,tracer_profile_fname,fuse_parameter_groups_size,prim_forward_blacklist,pe_profile_fname,gpugraph_dedup_pull_push_mode,reallocate_gpu_memory_in_mb,graph_metapath_split_opt,nccl_dir,new_executor_static_build,gpugraph_offload_param_extends,prim_skip_dynamic,gpugraph_slot_feasign_max_num,alloc_fill_value,prim_all,get_host_by_name_time,cupti_dir,use_stride_kernel,print_sub_graph_dir,enable_adjust_op_order,inner_op_parallelism,cusolver_dir,benchmark,enable_async_trace,gpugraph_debug_gpu_memory,gpugraph_storage_mode,apply_pass_to_program,lapack_dir,cusparse_dir,eager_delete_tensor_gb,static_runtime_data_save_path,gpugraph_parallel_stream_num,reader_queue_speed_test_mode,set_to_1d,enable_auto_rdma_trans,npu_storage_format,prim_check_ops,memory_fraction_of_eager_deletion,multiple_of_cupti_buffer_size,check_infer_symbolic,use_autotune,print_allocator_trace_info,cinn_subgraph_graphviz_dir,enable_auto_detect_gpu_topo,tracer_onednn_ops_off,use_mkldnn,prim_backward,gpugraph_sparse_table_storage_mode,fleet_executor_with_standalone,cublas_dir,gpugraph_load_node_list_into_hbm,tensor_operants_mode,enable_sparse_inner_gather,graph_neighbor_size_percent,custom_device_mem_record,save_static_runtime_data,enable_opt_get_features,op_dir,use_cuda_malloc_async_allocator,new_executor_use_local_scope,gpugraph_enable_segment_merge_grads 
I1018 08:53:50.029026 4097533 init.cc:106] After Parse: argc is 2
I1018 08:53:50.029140 4097533 os_info.cc:117] SetCurrentThreadName MainThread
I1018 08:53:50.029151 4097533 init.cc:234] ENV [CUSTOM_DEVICE_ROOT]=/home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device
I1018 08:53:50.029155 4097533 init.cc:143] Try loading custom device libs from: [/home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device]
I1018 08:53:50.029294 4097533 device_manager.cc:741] Found lib: /home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device/libpaddle-custom-mlu.so
I1018 08:53:50.177063 4097533 device_manager.cc:255] Register Device - mlu
I1018 08:53:50.177115 4097533 device_manager.cc:266] GetDeviceCount is 1
I1018 08:53:50.177121 4097533 custom_device.cc:1099] Succeed in loading custom runtime in lib: /home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device/libpaddle-custom-mlu.so
I1018 08:53:50.177127 4097533 custom_kernel.cc:36] Size of custom_kernel_map: 253
I1018 08:53:50.177153 4097533 custom_kernel.cc:58] Succeed in registering kernel [rsqrt:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:57.726485 4097533 graph_helper.h:104] adj elementwise_mul0x55b7d0bab980 -> elementwise_mul0x55b7d0bf9590  via tmp_710x55b7d0bddd60
I1018 08:53:57.726490 4097533 graph_helper.h:104] adj feed0x55b7d0babe00 -> reshape20x55b7d0a4e8a0  via batch_norm2d_11.w_20x55b7d0bd6330
I1018 08:53:57.726497 4097533 graph_helper.h:104] adj assign0x55b7d0f5f270 -> fetch0x55b7d0bacbf0  via assign_41.tmp_00x55b7d0c0d120
I1018 08:53:57.726501 4097533 graph_helper.h:104] adj elementwise_sub0x55b7d0bd3040 -> elementwise_mul0x55b7d0bab980  via tmp_690x55b7d0bde5d0
I1018 08:53:57.726507 4097533 graph_helper.h:104] adj elementwise_pow0x55b7d0bcc1a0 -> elementwise_mul0x55b7d0bab980  via elementwise_pow_42.tmp_00x55b7d0bd5530
I1018 08:53:57.726642 4097533 graph_helper.cc:698] convert op node to desc feed
I1018 08:53:57.726645 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726650 4097533 graph_helper.cc:698] convert op node to desc reshape2
I1018 08:53:57.726653 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726661 4097533 graph_helper.cc:698] convert op node to desc scale
I1018 08:53:57.726665 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726678 4097533 graph_helper.cc:698] convert op node to desc feed
I1018 08:53:57.726680 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726684 4097533 graph_helper.cc:698] convert op node to desc reshape2
I1018 08:53:57.726687 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726707 4097533 graph_helper.cc:698] convert op node to desc fill_constant
I1018 08:53:57.726711 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726717 4097533 graph_helper.cc:698] convert op node to desc elementwise_pow
I1018 08:53:57.726720 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726727 4097533 graph_helper.cc:698] convert op node to desc feed
I1018 08:53:57.726729 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726733 4097533 graph_helper.cc:698] convert op node to desc elementwise_sub
I1018 08:53:57.726737 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726774 4097533 graph_helper.cc:698] convert op node to desc elementwise_mul
I1018 08:53:57.726778 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726784 4097533 graph_helper.cc:698] convert op node to desc fill_constant
I1018 08:53:57.726787 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726795 4097533 graph_helper.cc:698] convert op node to desc feed
I1018 08:53:57.726797 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726801 4097533 graph_helper.cc:698] convert op node to desc reshape2
I1018 08:53:57.726804 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726810 4097533 graph_helper.cc:698] convert op node to desc feed
I1018 08:53:57.726812 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726816 4097533 graph_helper.cc:698] convert op node to desc reshape2
I1018 08:53:57.726819 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726826 4097533 graph_helper.cc:698] convert op node to desc elementwise_mul
I1018 08:53:57.726830 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726835 4097533 graph_helper.cc:698] convert op node to desc elementwise_add
I1018 08:53:57.726838 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726910 4097533 graph_helper.cc:698] convert op node to desc elementwise_max
I1018 08:53:57.726914 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726922 4097533 graph_helper.cc:698] convert op node to desc fill_constant
I1018 08:53:57.726923 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726931 4097533 graph_helper.cc:698] convert op node to desc scale
I1018 08:53:57.726934 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726941 4097533 graph_helper.cc:698] convert op node to desc elementwise_pow
I1018 08:53:57.726944 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726950 4097533 graph_helper.cc:698] convert op node to desc assign
I1018 08:53:57.726953 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726959 4097533 graph_helper.cc:698] convert op node to desc fetch
I1018 08:53:57.726964 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.726969 4097533 graph_helper.cc:698] convert op node to desc fetch
I1018 08:53:57.726970 4097533 graph_helper.cc:676] 0 0
I1018 08:53:57.727614 4097533 graph_helper.cc:829] Graph to program need convert 1 sub graph
I1018 08:53:57.728071 4097533 block_desc.cc:205] vars in desc 26
I1018 08:53:57.728076 4097533 block_desc.cc:209] Flush relu_9.tmp_0
I1018 08:53:57.728078 4097533 var_desc.cc:415] Flush  relu_9.tmp_0 1
I1018 08:53:57.728081 4097533 block_desc.cc:209] Flush assign_41.tmp_0
I1018 08:53:57.728084 4097533 var_desc.cc:415] Flush  assign_41.tmp_0 1
I1018 08:53:57.728086 4097533 block_desc.cc:209] Flush batch_norm2d_11.w_0
I1018 08:53:57.728088 4097533 var_desc.cc:415] Flush  batch_norm2d_11.w_0 1
I1018 08:53:57.728091 4097533 block_desc.cc:209] Flush batch_norm2d_11.b_0
I1018 08:53:57.728093 4097533 var_desc.cc:415] Flush  batch_norm2d_11.b_0 1
I1018 08:53:57.728096 4097533 block_desc.cc:209] Flush batch_norm2d_11.w_2
I1018 08:53:57.728098 4097533 var_desc.cc:415] Flush  batch_norm2d_11.w_2 1
I1018 08:53:57.728101 4097533 block_desc.cc:209] Flush elementwise_pow_42.tmp_0
I1018 08:53:57.728103 4097533 var_desc.cc:415] Flush  elementwise_pow_42.tmp_0 1
I1018 08:53:57.728106 4097533 block_desc.cc:209] Flush fill_constant_79.tmp_0
I1018 08:53:57.728107 4097533 var_desc.cc:415] Flush  fill_constant_79.tmp_0 1
I1018 08:53:57.728111 4097533 block_desc.cc:209] Flush reshape2_41.tmp_0
I1018 08:53:57.728112 4097533 var_desc.cc:415] Flush  reshape2_41.tmp_0 1
I1018 08:53:57.728116 4097533 block_desc.cc:209] Flush tmp_68
I1018 08:53:57.728117 4097533 var_desc.cc:415] Flush  tmp_68 1
I1018 08:53:57.728119 4097533 block_desc.cc:209] Flush reshape2_42.tmp_1
I1018 08:53:57.728122 4097533 var_desc.cc:415] Flush  reshape2_42.tmp_1 1
I1018 08:53:57.728124 4097533 block_desc.cc:209] Flush tmp_70
I1018 08:53:57.728127 4097533 var_desc.cc:415] Flush  tmp_70 1
I1018 08:53:57.728129 4097533 block_desc.cc:209] Flush tmp_69
I1018 08:53:57.728132 4097533 var_desc.cc:415] Flush  tmp_69 1
I1018 08:53:57.728134 4097533 block_desc.cc:209] Flush reshape2_43.tmp_0
I1018 08:53:57.728137 4097533 var_desc.cc:415] Flush  reshape2_43.tmp_0 1
I1018 08:53:57.728138 4097533 block_desc.cc:209] Flush batch_norm2d_11.w_1
I1018 08:53:57.728140 4097533 var_desc.cc:415] Flush  batch_norm2d_11.w_1 1
I1018 08:53:57.728143 4097533 block_desc.cc:209] Flush conv2d_10.tmp_0
I1018 08:53:57.728145 4097533 var_desc.cc:415] Flush  conv2d_10.tmp_0 1
I1018 08:53:57.728148 4097533 block_desc.cc:209] Flush fill_constant_83.tmp_0
I1018 08:53:57.728150 4097533 var_desc.cc:415] Flush  fill_constant_83.tmp_0 1
I1018 08:53:57.728152 4097533 block_desc.cc:209] Flush reshape2_40.tmp_0
I1018 08:53:57.728154 4097533 var_desc.cc:415] Flush  reshape2_40.tmp_0 1
I1018 08:53:57.728157 4097533 block_desc.cc:209] Flush reshape2_42.tmp_0
I1018 08:53:57.728159 4097533 var_desc.cc:415] Flush  reshape2_42.tmp_0 1
I1018 08:53:57.728163 4097533 block_desc.cc:209] Flush reshape2_40.tmp_1
I1018 08:53:57.728164 4097533 var_desc.cc:415] Flush  reshape2_40.tmp_1 1
I1018 08:53:57.728166 4097533 block_desc.cc:209] Flush reshape2_43.tmp_1
I1018 08:53:57.728168 4097533 var_desc.cc:415] Flush  reshape2_43.tmp_1 1
I1018 08:53:57.728171 4097533 block_desc.cc:209] Flush batch_norm_10.tmp_2
I1018 08:53:57.728173 4097533 var_desc.cc:415] Flush  batch_norm_10.tmp_2 1
I1018 08:53:57.728175 4097533 block_desc.cc:209] Flush tmp_72
I1018 08:53:57.728178 4097533 var_desc.cc:415] Flush  tmp_72 1
I1018 08:53:57.728180 4097533 block_desc.cc:209] Flush elementwise_pow_40.tmp_0
I1018 08:53:57.728183 4097533 var_desc.cc:415] Flush  elementwise_pow_40.tmp_0 1
I1018 08:53:57.728185 4097533 block_desc.cc:209] Flush tmp_71
I1018 08:53:57.728188 4097533 var_desc.cc:415] Flush  tmp_71 1
I1018 08:53:57.728189 4097533 block_desc.cc:209] Flush reshape2_41.tmp_1
I1018 08:53:57.728191 4097533 var_desc.cc:415] Flush  reshape2_41.tmp_1 1
I1018 08:53:57.728194 4097533 block_desc.cc:209] Flush fill_constant_85.tmp_0
I1018 08:53:57.728196 4097533 var_desc.cc:415] Flush  fill_constant_85.tmp_0 1
I1018 08:53:57.726281 4097533 build_cinn_pass.cc:758] Compilation Key:
blocks {
  idx: 0
  parent_idx: -1
  vars {
    name: "relu_9.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 14
          dims: 14
        }
        lod_level: 0
      }
    }
    persistable: false
    stop_gradient: false
  }
  vars {
    name: "assign_41.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 256
        }
        lod_level: 0
      }
    }
    persistable: false
    stop_gradient: true
  }
  vars {
    name: "batch_norm2d_11.w_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 256
        }
      }
    }
    persistable: true
    is_parameter: true
    stop_gradient: false
  }
  vars {
    name: "batch_norm2d_11.b_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 256
        }
      }
    }
    persistable: true
    is_parameter: true
    stop_gradient: false
  }
  vars {
    name: "batch_norm2d_11.w_2"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 256
        }
        lod_level: 0
      }
    }
    persistable: true
    is_parameter: true
    stop_gradient: true
  }
  vars {
    name: "elementwise_pow_42.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 1
          dims: 1
        }
        lod_level: 0
      }
    }
    persistable: false
    stop_gradient: true
  }
  vars {
    name: "fill_constant_79.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
        }
      }
    }
    persistable: false
    stop_gradient: true
  }
  vars {
    name: "reshape2_41.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 1
          dims: 1
        }
      }
    }
    persistable: false
    stop_gradient: true
  }
  vars {
    name: "tmp_68"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 256
        }
        lod_level: 0
      }
    }
    stop_gradient: true
  }
  vars {
    name: "reshape2_42.tmp_1"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 0
          dims: 256
        }
        lod_level: 0
      }
    }
    persistable: false
    stop_gradient: false
  }
  vars {
    name: "tmp_70"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 1
          dims: 1
        }
        lod_level: 0
      }
    }
    stop_gradient: true
  }
  vars {
    name: "tmp_69"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 14
          dims: 14
        }
        lod_level: 0
      }
    }
    stop_gradient: false
  }
  vars {
    name: "reshape2_43.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 1
          dims: 1
        }
      }
    }
    persistable: false
    stop_gradient: false
  }
  vars {
    name: "batch_norm2d_11.w_1"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 256
        }
        lod_level: 0
      }
    }
    persistable: true
    is_parameter: true
    stop_gradient: true
  }
  vars {
    name: "conv2d_10.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 14
          dims: 14
        }
      }
    }
    persistable: false
    stop_gradient: false
  }
  vars {
    name: "fill_constant_83.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 256
        }
      }
    }
    persistable: false
    stop_gradient: true
  }
  vars {
    name: "reshape2_40.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 1
          dims: 1
        }
      }
    }
    persistable: false
    stop_gradient: true
  }
  vars {
    name: "reshape2_42.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 1
          dims: 1
        }
      }
    }
    persistable: false
    stop_gradient: false
  }
  vars {
    name: "reshape2_40.tmp_1"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 0
          dims: 256
        }
        lod_level: 0
      }
    }
    persistable: false
    stop_gradient: true
  }
  vars {
    name: "reshape2_43.tmp_1"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 0
          dims: 256
        }
        lod_level: 0
      }
    }
    persistable: false
    stop_gradient: false
  }
  vars {
    name: "batch_norm_10.tmp_2"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 14
          dims: 14
        }
        lod_level: 0
      }
    }
    persistable: false
    stop_gradient: false
  }
  vars {
    name: "tmp_72"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 14
          dims: 14
        }
        lod_level: 0
      }
    }
    stop_gradient: false
  }
  vars {
    name: "elementwise_pow_40.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 256
        }
        lod_level: 0
      }
    }
    persistable: false
    stop_gradient: true
  }
  vars {
    name: "tmp_71"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
          dims: 256
          dims: 14
          dims: 14
        }
        lod_level: 0
      }
    }
    stop_gradient: false
  }
  vars {
    name: "reshape2_41.tmp_1"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 0
          dims: 256
        }
        lod_level: 0
      }
    }
    persistable: false
    stop_gradient: true
  }
  vars {
    name: "fill_constant_85.tmp_0"
    type {
      type: LOD_TENSOR
      lod_tensor {
        tensor {
          data_type: FP32
          dims: 1
        }
      }
    }
    persistable: false
    stop_gradient: true
  }
  ops {
    outputs {
      parameter: "Out"
      arguments: "batch_norm2d_11.w_2"
    }
    type: "feed"
  }
  ops {
    inputs {
      parameter: "Shape"
    }
    inputs {
      parameter: "ShapeTensor"
    }
    inputs {
      parameter: "X"
      arguments: "batch_norm2d_11.w_2"
    }
    outputs {
      parameter: "Out"
      arguments: "reshape2_41.tmp_0"
    }
    outputs {
      parameter: "XShape"
      arguments: "reshape2_41.tmp_1"
    }
    type: "reshape2"
    attrs {
      name: "mkldnn_data_type"
      type: STRING
      s: "float32"
    }
    attrs {
      name: "use_mkldnn"
      type: BOOLEAN
      b: false
    }
    attrs {
      name: "use_quantizer"
      type: BOOLEAN
      b: false
    }
    attrs {
      name: "mkldnn_data_type"
      type: STRING
      s: "float32"
    }
    attrs {
      name: "op_callstack"
      type: STRINGS
      strings: "  File \"/home/wzy/paddle_tests/models/benchmark.py\", line 127, in <module>"
      strings: "    model.benchmark(use_cinn=True)"
      strings: "  File \"/home/wzy/paddle_tests/models/benchmark.py\", line 84, in benchmark"
      strings: "    benchmark(net, self.input)"
      strings: "  File \"/home/wzy/paddle_tests/models/benchmark.py\", line 37, in benchmark"
      strings: "    net(input)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/nn/layer/layers.py\", line 1426, in __call__"
      strings: "    return self.forward(*inputs, **kwargs)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/program_translator.py\", line 493, in __call__"
      strings: "    return self._perform_call(*args, **kwargs)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/program_translator.py\", line 797, in _perform_call"
      strings: "    return partial_program_layer(args)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/partial_program.py\", line 229, in __call__"
      strings: "    attrs = self._prepare_attributes()"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/partial_program.py\", line 782, in _prepare_attributes"
      strings: "    self.forward_program.desc.block(0),"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/partial_program.py\", line 549, in forward_program"
      strings: "    forward_program = self.infer_program"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/partial_program.py\", line 531, in infer_program"
      strings: "    infer_program = self._infer_program"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/partial_program.py\", line 106, in __get__"
      strings: "    val = self.function(instance)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/partial_program.py\", line 400, in _infer_program"
      strings: "    program, op_size = self._infer_info(\'fp32\', self._create_program)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/partial_program.py\", line 131, in __call__"
      strings: "    infer_prog = prog_creator(is_infer_mode=True)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/decorator.py\", line 232, in fun"
      strings: "    return caller(func, *(extras + args), **kw)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/base/wrapped_decorator.py\", line 26, in __impl__"
      strings: "    return wrapped_func(*args, **kwargs)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/base/dygraph/base.py\", line 66, in __impl__"
      strings: "    return func(*args, **kwargs)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/partial_program.py\", line 317, in _create_program"
      strings: "    infer_program = self._hooker.after_infer(infer_program)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/program_translator.py\", line 1676, in after_infer"
      strings: "    _to_prim(infer_program.block(0))"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/decorator.py\", line 232, in fun"
      strings: "    return caller(func, *(extras + args), **kw)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/base/wrapped_decorator.py\", line 26, in __impl__"
      strings: "    return wrapped_func(*args, **kwargs)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/base/dygraph/base.py\", line 66, in __impl__"
      strings: "    return func(*args, **kwargs)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/jit/dy2static/program_translator.py\", line 1800, in _to_prim"
      strings: "    primapi.to_prim("
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/decorator.py\", line 232, in fun"
      strings: "    return caller(func, *(extras + args), **kw)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/base/wrapped_decorator.py\", line 26, in __impl__"
      strings: "    return wrapped_func(*args, **kwargs)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/base/framework.py\", line 642, in __impl__"
      strings: "    return func(*args, **kwargs)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/incubate/autograd/primapi.py\", line 279, in to_prim"
      strings: "    primx._lower_composite("
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/incubate/autograd/primx.py\", line 660, in _lower_composite"
      strings: "    as_tensors(lower_fn(op, *input_args))"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/incubate/autograd/composite_rules.py\", line 31, in _composite"
      strings: "    return _lowerrule(op, *args)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/incubate/autograd/primreg.py\", line 266, in _lower"
      strings: "    return f(*args, **kwargs)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/incubate/autograd/composite_rules.py\", line 124, in composite_batchnorm"
      strings: "    (reshape(run_var, stats_shape) + epsilon), half"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/tensor/manipulation.py\", line 4518, in reshape"
      strings: "    helper.append_op("
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/base/layer_helper.py\", line 50, in append_op"
      strings: "    return self.main_program.current_block().append_op(*args, **kwargs)"
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/base/framework.py\", line 4580, in append_op"
      strings: "    op = Operator("
      strings: "  File \"/home/wzy/.local/lib/python3.9/site-packages/paddle/base/framework.py\", line 3134, in __init__"
      strings: "    for frame in traceback.extract_stack():"
    }
    attrs {
      name: "op_device"
      type: STRING
      s: ""
    }
    attrs {
      name: "op_namescope"
      type: STRING
      s: "/"
    }
    attrs {
      name: "op_role"
      type: INT
      i: 0
    }
    attrs {
      name: "op_role_var"
      type: STRINGS
    }
    attrs {
      name: "shape"
      type: INTS
      ints: 1
      ints: 256
      ints: 1
      ints: 1
    }
    attrs {
      name: "use_quantizer"
      type: BOOLEAN
      b: false
    }
    attrs {
      name: "with_quant_attr"
      type: BOOLEAN
      b: false
    }
  }
  ops {
    inputs {
      parameter: "BiasTensor"
    }
    inputs {
      parameter: "ScaleTensor"
    }
    inputs {
      parameter: "X"
      arguments: "reshape2_41.tmp_0"
    }
    outputs {
      parameter: "Out"
      arguments: "tmp_70"
    }
    type: "scale"
    attrs {
      name: "use_mkldnn"
      type: BOOLEAN
      b: false
    }
    attrs {
      name: "bias"
      type: FLOAT
      f: 1e-05
    }
    attrs {
      name: "bias_after_scale"
      type: BOOLEAN
      b: true
    }
    attrs {
      name: "op_callstack"
      type: STRINGS
